Name,Mid1,Mid2,EndSem,Attendance,FinancialCondition,MaritalStatus,FatherQualification,MotherQualification,MotherJobRole,FatherJobRole,Stream,CourseName,Dropout_Risk,RiskLevel
Pooja Agarwal,42,86,39,53,Medium,Single,Primary,No formal education,Clerk,Manager,Mechanical,BA,0.5,Medium
Kritika Menon,100,67,53,71,Low,Single,Secondary,No formal education,Unemployed,Manager,Biotech,B.Sc,0.3,Low
Karan Nair,72,25,89,78,High,Single,Primary,No formal education,Business,Unemployed,ECE,B.Tech,0.1,Low
Vihaan Nair,73,28,34,90,Medium,Married,Postgraduate,Graduate,Unemployed,Teacher,Mechanical,BA,0.35,Low
Ira Agarwal,80,52,36,71,High,Married,Postgraduate,No formal education,Manager,Manager,Biotech,MBA,0.25,Low
Varun Singh,45,36,48,95,Low,Single,Primary,No formal education,Laborer,Farmer,Mechanical,MBA,0.45,Medium
Akash Sharma,33,51,48,62,Low,Married,Secondary,Graduate,Teacher,Engineer,Mechanical,BA,0.6000000000000001,Medium
Varun Gupta,67,38,94,34,High,Married,No formal education,Primary,Unemployed,Teacher,ECE,M.Tech,0.45,Medium
Sai Nair,24,50,40,80,Medium,Single,Postgraduate,Graduate,Business,Manager,ECE,M.Tech,0.55,Medium
Aadhya Gupta,93,71,77,57,Medium,Married,Postgraduate,Graduate,Engineer,Farmer,Biotech,MBA,0.35,Low
Arjun Yadav,63,63,43,62,Medium,Married,Postgraduate,Graduate,Business,Farmer,IT,MBA,0.5,Medium
Aadhya Sharma,53,28,66,84,High,Single,Postgraduate,Primary,Clerk,Farmer,Civil,B.Tech,0.25,Low
Karan Mishra,35,90,57,46,Medium,Married,Graduate,Graduate,Teacher,Farmer,Civil,MBA,0.55,Medium
Suresh Agarwal,44,38,48,32,Low,Married,Postgraduate,Postgraduate,Unemployed,Teacher,IT,MBA,0.8,High
Meera Mehta,66,89,49,97,Low,Married,Primary,No formal education,Clerk,Teacher,IT,M.Tech,0.3,Low
Kritika Mishra,39,89,98,84,Low,Married,No formal education,Graduate,Laborer,Engineer,Electrical,BA,0.3,Low
Aarav Mehta,80,79,61,47,High,Married,No formal education,No formal education,Engineer,Engineer,ECE,M.Tech,0.45,Medium
Ananya Bose,98,96,28,37,Medium,Single,Primary,Graduate,Clerk,Teacher,Civil,B.Sc,0.55,Medium
Siddharth Kapoor,73,70,95,54,Low,Married,No formal education,Primary,Teacher,Engineer,Civil,B.Tech,0.45,Medium
Pooja Menon,94,39,46,86,Low,Married,Secondary,No formal education,Engineer,Farmer,Electrical,B.Tech,0.45,Medium
Priya Kumar,100,96,80,59,High,Married,Secondary,No formal education,Teacher,Manager,CSE,M.Tech,0.25,Low
Vihaan Mishra,63,54,25,78,Medium,Single,Graduate,Graduate,Manager,Teacher,IT,B.Com,0.35,Low
Sakshi Agarwal,48,86,33,41,High,Married,Primary,Graduate,Laborer,Laborer,CSE,M.Tech,0.6000000000000001,Medium
Aadhya Rao,33,55,55,62,High,Married,Graduate,Secondary,Farmer,Business,CSE,B.Tech,0.4,Low
Aditya Nair,82,51,94,93,Low,Married,Secondary,No formal education,Laborer,Manager,Electrical,MBA,0.3,Low
Swati Bose,68,25,97,43,High,Single,Postgraduate,No formal education,Clerk,Farmer,Mechanical,MBA,0.45,Medium
Arjun Malhotra,97,73,70,35,Medium,Married,Graduate,Postgraduate,Laborer,Unemployed,IT,M.Tech,0.55,Medium
Aarav Das,75,23,47,53,Low,Married,No formal education,Secondary,Unemployed,Laborer,Biotech,BA,0.6000000000000001,Medium
Ishaan Kumar,52,65,64,75,Low,Married,Graduate,No formal education,Manager,Business,Biotech,M.Tech,0.3,Low
Sai Iyer,53,40,46,100,High,Married,Graduate,Secondary,Manager,Teacher,IT,B.Tech,0.25,Low
Prisha Yadav,62,65,98,98,High,Single,Secondary,Secondary,Farmer,Farmer,Biotech,BA,0.1,Low
Kiara Chopra,60,99,83,53,Medium,Single,Secondary,Graduate,Business,Business,IT,BA,0.35,Low
Priya Patel,66,40,41,71,Low,Single,Primary,Postgraduate,Engineer,Engineer,IT,MBA,0.45,Medium
Anjali Rao,88,42,70,39,Low,Single,No formal education,Postgraduate,Engineer,Laborer,ECE,M.Tech,0.65,Medium
Kiara Nair,63,88,65,80,Low,Married,No formal education,Secondary,Business,Farmer,ECE,BA,0.3,Low
Aarav Agarwal,25,51,90,49,High,Married,No formal education,Graduate,Clerk,Clerk,ECE,B.Sc,0.6000000000000001,Medium
Prisha Agarwal,76,47,38,31,Medium,Single,No formal education,Postgraduate,Manager,Manager,Civil,MBA,0.7000000000000001,High
Akash Rao,90,92,44,82,Low,Married,Postgraduate,Graduate,Business,Engineer,IT,B.Com,0.3,Low
Krishna Reddy,75,67,66,60,Medium,Married,No formal education,Primary,Clerk,Business,IT,MBA,0.35,Low
Suresh Mehta,94,36,32,94,High,Married,Postgraduate,Secondary,Clerk,Farmer,Biotech,B.Com,0.25,Low
Prisha Malhotra,90,48,79,64,High,Single,Graduate,Postgraduate,Manager,Manager,Electrical,BA,0.25,Low
Sakshi Kapoor,28,41,22,87,High,Single,Secondary,Graduate,Farmer,Teacher,Biotech,B.Com,0.45,Medium
Meera Menon,28,55,92,62,High,Single,Postgraduate,Graduate,Teacher,Laborer,Civil,B.Sc,0.4,Low
Ira Singh,77,59,88,68,Medium,Single,Postgraduate,Postgraduate,Teacher,Laborer,IT,MBA,0.2,Low
Pari Das,95,60,20,36,High,Married,Postgraduate,No formal education,Farmer,Farmer,Electrical,BA,0.6000000000000001,Medium
Varun Verma,40,44,51,52,Low,Single,Graduate,No formal education,Farmer,Business,CSE,BA,0.6000000000000001,Medium
Priya Singh,93,69,72,78,High,Married,Primary,Secondary,Farmer,Teacher,Mechanical,B.Com,0.1,Low
Reyansh Das,42,75,52,93,Low,Single,Secondary,Graduate,Clerk,Clerk,Mechanical,M.Tech,0.45,Medium
Rohan Menon,30,63,77,42,High,Married,No formal education,Postgraduate,Unemployed,Unemployed,Biotech,B.Com,0.6000000000000001,Medium
Amit Mehta,32,41,20,97,Low,Single,Secondary,Graduate,Unemployed,Engineer,IT,MBA,0.65,Medium
Saanvi Sharma,92,67,28,52,Low,Married,Primary,Postgraduate,Business,Clerk,CSE,M.Tech,0.45,Medium
Kritika Malhotra,39,96,67,52,Medium,Single,Postgraduate,Primary,Unemployed,Manager,Electrical,B.Tech,0.35,Low
Manish Mehta,88,35,59,67,Low,Married,Primary,Postgraduate,Farmer,Teacher,Civil,B.Sc,0.3,Low
Shreya Rao,97,39,98,73,Medium,Married,Graduate,No formal education,Business,Farmer,ECE,B.Com,0.2,Low
Vihaan Patel,38,50,82,54,Medium,Single,Secondary,No formal education,Farmer,Manager,IT,MBA,0.5,Medium
Ira Gupta,31,61,87,98,High,Married,Postgraduate,Primary,Business,Engineer,ECE,BA,0.25,Low
Reyansh Iyer,45,57,100,84,Medium,Married,Graduate,No formal education,Unemployed,Manager,Civil,B.Tech,0.2,Low
Akash Das,61,91,81,79,Medium,Married,Secondary,No formal education,Clerk,Unemployed,CSE,B.Com,0.2,Low
Suresh Verma,95,93,89,52,High,Married,No formal education,Postgraduate,Unemployed,Unemployed,Mechanical,BA,0.25,Low
Arjun Malhotra,44,65,88,36,High,Married,Postgraduate,Postgraduate,Business,Teacher,Biotech,M.Tech,0.45,Medium
Arjun Mishra,25,47,32,88,Low,Single,Secondary,No formal education,Manager,Clerk,ECE,MBA,0.65,Medium
Amit Reddy,98,21,25,78,Low,Single,Secondary,No formal education,Business,Clerk,ECE,BA,0.45,Medium
Amit Reddy,49,67,71,35,Low,Single,Postgraduate,Primary,Laborer,Engineer,Biotech,MBA,0.65,Medium
Aarav Singh,100,59,46,64,Medium,Single,Graduate,Graduate,Engineer,Laborer,IT,B.Sc,0.35,Low
Karan Malhotra,82,52,96,31,High,Married,No formal education,Graduate,Clerk,Teacher,CSE,M.Tech,0.45,Medium
Anjali Malhotra,34,34,40,92,Low,Single,Postgraduate,Secondary,Engineer,Teacher,Biotech,M.Tech,0.65,Medium
Ananya Verma,70,56,88,66,Medium,Married,No formal education,No formal education,Clerk,Laborer,CSE,MBA,0.2,Low
Neha Patel,83,45,36,96,Low,Married,Graduate,No formal education,Clerk,Farmer,CSE,BA,0.45,Medium
Sakshi Malhotra,43,30,28,60,Medium,Married,Graduate,Primary,Unemployed,Manager,Biotech,MBA,0.7000000000000001,High
Shreya Sharma,44,46,60,35,High,Single,Primary,Secondary,Teacher,Engineer,Mechanical,BA,0.6000000000000001,Medium
Rohan Mehta,45,27,70,78,Low,Married,Postgraduate,No formal education,Teacher,Clerk,Biotech,B.Sc,0.45,Medium
Sai Yadav,62,76,23,86,Low,Single,Postgraduate,Postgraduate,Teacher,Engineer,ECE,MBA,0.45,Medium
Reyansh Agarwal,60,27,34,38,Medium,Single,Postgraduate,Primary,Business,Business,CSE,B.Sc,0.7000000000000001,High
Meera Menon,33,49,20,78,Low,Single,Graduate,Postgraduate,Clerk,Farmer,IT,M.Tech,0.65,Medium
Aditya Kapoor,24,92,89,39,Low,Married,Postgraduate,Graduate,Laborer,Engineer,Civil,M.Tech,0.65,Medium
Aditya Kumar,50,82,98,62,Medium,Married,Graduate,Primary,Business,Manager,ECE,B.Sc,0.35,Low
Kiara Menon,56,42,69,62,Low,Married,No formal education,Graduate,Teacher,Engineer,CSE,BA,0.6000000000000001,Medium
Reyansh Patel,72,89,49,81,Low,Married,Primary,Graduate,Laborer,Laborer,Civil,M.Tech,0.3,Low
Neha Yadav,77,76,69,89,Medium,Married,Secondary,Graduate,Clerk,Teacher,ECE,B.Sc,0.2,Low
Prisha Patel,44,92,44,76,Medium,Married,Secondary,Secondary,Laborer,Clerk,ECE,BA,0.2,Low
Neha Singh,33,89,77,68,High,Married,No formal education,Primary,Business,Clerk,Electrical,B.Sc,0.1,Low
Sai Singh,69,86,75,53,Medium,Single,Primary,Graduate,Engineer,Teacher,Biotech,M.Tech,0.35,Low
Rakesh Iyer,92,39,71,55,Low,Married,Secondary,Graduate,Teacher,Clerk,IT,BA,0.45,Medium
Varun Chopra,60,98,98,97,High,Single,No formal education,No formal education,Unemployed,Farmer,CSE,B.Tech,0.1,Low
Rahul Patel,62,31,60,75,Low,Single,Primary,Secondary,Business,Farmer,Electrical,B.Com,0.45,Medium
Diya Yadav,94,77,80,73,High,Single,Secondary,Secondary,Teacher,Farmer,ECE,B.Sc,0.1,Low
Aadhya Kapoor,73,35,88,82,Low,Married,Secondary,Primary,Teacher,Farmer,Civil,B.Tech,0.3,Low
Varun Bose,25,37,68,90,Medium,Married,Primary,No formal education,Manager,Business,Electrical,MBA,0.35,Low
Arjun Das,43,77,22,92,High,Married,Secondary,No formal education,Farmer,Business,ECE,B.Sc,0.25,Low
Kiara Malhotra,99,58,70,49,Low,Single,Secondary,Secondary,Business,Farmer,Electrical,BA,0.65,Medium
Sai Iyer,22,99,95,83,Low,Married,Secondary,Primary,Unemployed,Engineer,Civil,B.Com,0.3,Low
Rakesh Menon,41,26,50,69,Medium,Married,Graduate,Secondary,Engineer,Unemployed,Biotech,M.Tech,0.55,Medium
Pari Sharma,78,30,62,100,Low,Single,Postgraduate,No formal education,Engineer,Unemployed,Civil,B.Sc,0.45,Medium
Pari Menon,80,68,69,34,High,Married,Graduate,Secondary,Laborer,Business,Civil,M.Tech,0.45,Medium
Pari Yadav,63,36,64,63,High,Single,Graduate,Secondary,Farmer,Engineer,Civil,M.Tech,0.4,Low
Kritika Das,30,60,85,44,Low,Single,No formal education,Primary,Teacher,Farmer,Mechanical,B.Tech,0.8,High
Kiara Mishra,39,93,50,41,Low,Single,No formal education,Secondary,Teacher,Farmer,Electrical,M.Tech,0.65,Medium
Akash Kapoor,78,100,62,43,High,Single,No formal education,Primary,Farmer,Clerk,ECE,B.Tech,0.45,Medium
Vivaan Verma,31,20,75,59,Low,Single,No formal education,Graduate,Clerk,Business,Civil,B.Sc,0.6000000000000001,Medium
Suresh Chopra,83,97,43,90,Medium,Single,Graduate,Primary,Farmer,Unemployed,ECE,B.Sc,0.2,Low
Anika Kumar,53,38,89,54,High,Single,No formal education,Primary,Business,Teacher,IT,B.Sc,0.25,Low
Rahul Mehta,40,70,95,67,High,Married,Postgraduate,Secondary,Laborer,Clerk,Mechanical,B.Com,0.1,Low
Rahul Sharma,50,87,20,62,Medium,Single,No formal education,No formal education,Manager,Farmer,Mechanical,M.Tech,0.5,Medium
Arjun Bose,27,99,75,40,High,Married,No formal education,No formal education,Business,Business,Biotech,M.Tech,0.45,Medium
Sai Das,97,28,92,63,High,Married,Graduate,Secondary,Business,Manager,Civil,B.Com,0.25,Low
Varun Yadav,82,60,89,54,Low,Single,No formal education,Secondary,Manager,Laborer,Civil,B.Com,0.45,Medium
Akash Singh,71,79,79,87,Low,Single,Graduate,Graduate,Teacher,Unemployed,IT,B.Com,0.3,Low
Amit Sharma,68,100,39,81,Medium,Single,Graduate,Primary,Teacher,Teacher,ECE,B.Tech,0.2,Low
Akash Das,22,70,80,49,Medium,Married,Primary,No formal education,Laborer,Manager,ECE,B.Com,0.7000000000000001,High
Priya Das,90,55,49,54,Medium,Married,Graduate,Graduate,Manager,Teacher,Biotech,B.Tech,0.35,Low
Neha Rao,65,33,28,71,High,Married,Postgraduate,Secondary,Clerk,Teacher,Electrical,BA,0.25,Low
Kritika Reddy,47,73,82,31,Medium,Single,Secondary,Secondary,Farmer,Laborer,Electrical,B.Sc,0.55,Medium
Aadhya Singh,87,56,63,77,High,Single,Secondary,Postgraduate,Farmer,Manager,CSE,BA,0.1,Low
Arjun Chopra,67,73,51,56,Medium,Single,Secondary,Graduate,Business,Engineer,Electrical,B.Com,0.35,Low
Karan Gupta,44,36,61,59,High,Single,Primary,Graduate,Unemployed,Manager,Mechanical,MBA,0.4,Low
Saanvi Singh,32,69,38,71,Low,Married,Graduate,Postgraduate,Farmer,Engineer,Civil,BA,0.45,Medium
Shreya Das,44,55,38,76,Low,Married,Primary,Primary,Business,Unemployed,Mechanical,MBA,0.45,Medium
Saanvi Bose,81,91,38,64,Medium,Married,Secondary,Postgraduate,Clerk,Clerk,Electrical,MBA,0.35,Low
Arjun Kapoor,35,57,27,54,High,Married,Primary,Graduate,Unemployed,Laborer,Mechanical,B.Com,0.6000000000000001,Medium
Aadhya Iyer,46,38,57,33,Low,Married,No formal education,Secondary,Teacher,Manager,Civil,M.Tech,0.8,High
Vivaan Bose,68,91,40,86,Medium,Single,Secondary,Graduate,Clerk,Engineer,Biotech,MBA,0.2,Low
Vivaan Singh,78,56,40,46,Medium,Single,No formal education,No formal education,Manager,Business,Mechanical,B.Sc,0.7000000000000001,High
Pari Iyer,60,68,90,33,High,Married,Secondary,Graduate,Business,Teacher,Electrical,B.Tech,0.45,Medium
Arjun Mishra,56,61,92,35,High,Single,Primary,Graduate,Farmer,Farmer,ECE,B.Sc,0.45,Medium
Saanvi Verma,33,86,40,60,Low,Married,Secondary,Secondary,Laborer,Farmer,Mechanical,B.Tech,0.6000000000000001,Medium
Manish Kumar,83,71,89,37,High,Married,Graduate,Primary,Clerk,Farmer,Civil,B.Sc,0.45,Medium
Swati Gupta,34,53,49,60,Low,Single,No formal education,Primary,Unemployed,Manager,CSE,B.Sc,0.6000000000000001,Medium
Swati Singh,49,39,37,94,Medium,Married,Graduate,Graduate,Engineer,Unemployed,Civil,B.Tech,0.35,Low
Akash Iyer,73,90,28,35,Low,Single,Primary,Primary,Unemployed,Manager,Mechanical,M.Tech,0.65,Medium
Reyansh Kumar,30,94,67,95,Low,Married,Primary,Primary,Engineer,Unemployed,Mechanical,MBA,0.3,Low
Rohan Nair,67,85,69,50,Low,Married,Secondary,Primary,Engineer,Business,Civil,B.Tech,0.45,Medium
Sai Verma,56,77,23,87,High,Married,Primary,Primary,Unemployed,Farmer,Civil,B.Tech,0.25,Low
Aditya Chopra,46,45,92,68,High,Single,Postgraduate,Secondary,Manager,Business,CSE,M.Tech,0.1,Low
Priya Bose,100,49,92,62,Low,Single,Secondary,No formal education,Teacher,Clerk,IT,B.Com,0.45,Medium
Reyansh Mehta,46,83,69,71,Medium,Married,Postgraduate,Primary,Manager,Manager,Electrical,MBA,0.2,Low
Vikas Singh,56,51,29,43,Low,Single,Postgraduate,No formal education,Engineer,Unemployed,CSE,B.Com,0.8,High
Ira Mishra,76,68,92,50,Low,Single,Secondary,Primary,Laborer,Clerk,Biotech,B.Com,0.45,Medium
Anika Rao,29,55,73,32,Medium,Single,No formal education,Secondary,Engineer,Teacher,Civil,B.Sc,0.7000000000000001,High
Vivaan Malhotra,35,23,80,52,Low,Single,No formal education,Primary,Engineer,Manager,Mechanical,B.Tech,0.6000000000000001,Medium
Shreya Reddy,92,81,28,49,Low,Single,Graduate,Graduate,Unemployed,Unemployed,Civil,BA,0.65,Medium
Anjali Mehta,79,72,42,31,High,Single,No formal education,Secondary,Manager,Engineer,ECE,B.Com,0.45,Medium
Vivaan Iyer,23,54,44,60,High,Married,No formal education,No formal education,Manager,Laborer,IT,B.Sc,0.4,Low
Vihaan Malhotra,26,56,66,41,High,Married,Graduate,Graduate,Business,Teacher,Biotech,B.Com,0.6000000000000001,Medium
Reyansh Menon,90,89,38,71,High,Married,Graduate,Primary,Business,Laborer,Civil,B.Com,0.1,Low
Aadhya Yadav,57,38,83,99,Medium,Married,Graduate,No formal education,Teacher,Engineer,Mechanical,B.Com,0.35,Low
Anjali Gupta,79,77,89,51,Low,Married,Postgraduate,Primary,Teacher,Business,IT,MBA,0.45,Medium
Ira Menon,37,46,70,40,Medium,Single,Postgraduate,Postgraduate,Farmer,Unemployed,Electrical,B.Tech,0.7000000000000001,High
Ishaan Kapoor,52,90,41,59,High,Married,Graduate,No formal education,Business,Business,Electrical,BA,0.25,Low
Meera Yadav,86,70,48,74,High,Married,No formal education,Primary,Teacher,Manager,IT,M.Tech,0.1,Low
Ishaan Agarwal,44,20,84,43,Medium,Single,No formal education,Secondary,Laborer,Clerk,Mechanical,B.Sc,0.7000000000000001,High
Vikas Iyer,89,32,44,33,Low,Single,Secondary,No formal education,Teacher,Clerk,IT,M.Tech,0.8,High
Pooja Reddy,29,28,52,87,Low,Married,Secondary,Graduate,Engineer,Unemployed,Mechanical,BA,0.65,Medium
Krishna Malhotra,67,46,58,84,High,Married,Postgraduate,Postgraduate,Manager,Unemployed,CSE,BA,0.25,Low
Ananya Chopra,60,64,23,62,High,Married,Graduate,Postgraduate,Laborer,Farmer,Biotech,MBA,0.4,Low
Anjali Reddy,99,64,82,33,Medium,Single,Graduate,No formal education,Engineer,Manager,Electrical,B.Tech,0.55,Medium
Ishaan Mishra,30,51,100,42,Medium,Married,Secondary,Primary,Unemployed,Manager,Mechanical,B.Com,0.55,Medium
Aadhya Sharma,90,77,47,82,Low,Single,Primary,Postgraduate,Manager,Unemployed,CSE,MBA,0.3,Low
Vivaan Das,43,79,55,79,High,Single,Secondary,Postgraduate,Manager,Farmer,ECE,BA,0.25,Low
Diya Yadav,57,40,25,67,High,Married,Graduate,No formal education,Farmer,Teacher,ECE,BA,0.25,Low
Riya Reddy,82,51,20,79,High,Single,Graduate,No formal education,Teacher,Engineer,ECE,B.Com,0.25,Low
Kritika Kumar,94,83,49,86,High,Single,No formal education,Primary,Teacher,Teacher,Biotech,MBA,0.1,Low
Priya Mehta,92,23,76,93,Medium,Married,No formal education,Postgraduate,Farmer,Business,Civil,BA,0.2,Low
Saanvi Iyer,24,55,75,84,Low,Single,No formal education,Secondary,Manager,Business,Civil,MBA,0.45,Medium
Krishna Das,51,37,35,33,Low,Single,Postgraduate,Primary,Manager,Clerk,Biotech,MBA,0.8,High
Pooja Bose,67,91,53,91,Low,Single,Postgraduate,Graduate,Unemployed,Farmer,ECE,B.Sc,0.3,Low
Sai Rao,38,58,37,80,Low,Married,No formal education,Postgraduate,Farmer,Unemployed,Electrical,M.Tech,0.45,Medium
Suresh Menon,54,94,87,31,Medium,Single,Secondary,Primary,Clerk,Manager,ECE,M.Tech,0.55,Medium
Krishna Bose,80,81,81,57,Low,Single,Graduate,Postgraduate,Teacher,Farmer,Biotech,B.Sc,0.45,Medium
Vikas Sharma,85,38,28,91,High,Single,Postgraduate,Primary,Laborer,Clerk,IT,M.Tech,0.25,Low
Pooja Malhotra,66,48,53,82,Low,Married,No formal education,Secondary,Unemployed,Laborer,ECE,M.Tech,0.45,Medium
Sai Reddy,67,70,77,58,High,Single,Graduate,Postgraduate,Teacher,Laborer,ECE,MBA,0.25,Low
Neha Gupta,86,56,83,39,Medium,Single,Graduate,No formal education,Teacher,Farmer,IT,M.Tech,0.55,Medium
Priya Gupta,25,67,55,80,Medium,Married,Secondary,Secondary,Engineer,Business,IT,BA,0.35,Low
Ira Yadav,85,82,69,47,Medium,Married,No formal education,Graduate,Farmer,Business,Mechanical,M.Tech,0.55,Medium
Rahul Bose,54,54,56,95,Low,Married,Secondary,Primary,Business,Clerk,Mechanical,B.Sc,0.45,Medium
Krishna Yadav,62,86,72,65,Medium,Married,Primary,Postgraduate,Engineer,Teacher,ECE,M.Tech,0.2,Low
Aadhya Iyer,66,89,90,71,Low,Married,Postgraduate,Postgraduate,Farmer,Teacher,Biotech,M.Tech,0.3,Low
Aadhya Patel,57,51,46,73,Low,Married,Secondary,Primary,Manager,Laborer,Biotech,B.Com,0.45,Medium
Varun Yadav,92,78,88,73,Low,Married,Postgraduate,No formal education,Farmer,Engineer,Civil,MBA,0.3,Low
Siddharth Das,70,20,28,54,Medium,Married,Graduate,Postgraduate,Laborer,Engineer,ECE,B.Com,0.7000000000000001,High
Ananya Agarwal,26,74,100,92,High,Single,Graduate,Graduate,Business,Laborer,CSE,B.Sc,0.1,Low
Amit Gupta,43,35,66,36,Low,Single,Secondary,No formal education,Teacher,Engineer,IT,B.Tech,0.8,High
Kiara Iyer,74,46,25,37,Low,Single,Secondary,Postgraduate,Engineer,Engineer,Civil,B.Sc,0.8,High
Vivaan Singh,49,48,99,64,High,Married,Primary,Primary,Business,Unemployed,IT,B.Sc,0.25,Low
Vivaan Bose,41,69,46,99,High,Single,Primary,No formal education,Manager,Engineer,CSE,B.Tech,0.25,Low
Anika Reddy,51,72,48,60,Medium,Single,Primary,Primary,Farmer,Engineer,CSE,B.Sc,0.5,Medium
Saanvi Nair,59,75,94,79,Medium,Single,Primary,No formal education,Laborer,Farmer,Biotech,BA,0.2,Low
Pooja Patel,76,39,69,78,Low,Married,Primary,Graduate,Business,Laborer,Mechanical,B.Tech,0.3,Low
Vikas Agarwal,83,84,98,79,Medium,Single,Secondary,Primary,Laborer,Farmer,ECE,BA,0.2,Low
Ananya Agarwal,46,47,60,75,Medium,Married,Primary,Secondary,Laborer,Clerk,Electrical,BA,0.35,Low
Priya Agarwal,23,92,51,38,Medium,Single,Graduate,Postgraduate,Business,Business,Civil,B.Tech,0.7000000000000001,High
Diya Patel,82,75,77,84,Low,Married,Secondary,Secondary,Engineer,Clerk,Mechanical,B.Com,0.3,Low
Riya Gupta,81,40,41,58,High,Single,No formal education,Graduate,Unemployed,Business,IT,B.Sc,0.4,Low
Prisha Chopra,31,40,31,100,Low,Married,No formal education,Postgraduate,Manager,Engineer,ECE,B.Com,0.65,Medium
Manish Agarwal,38,75,55,53,Low,Married,Secondary,Primary,Clerk,Farmer,IT,B.Tech,0.6000000000000001,Medium
Ananya Reddy,99,26,93,52,Medium,Married,Graduate,Primary,Unemployed,Clerk,IT,B.Sc,0.35,Low
Akash Kumar,97,29,28,42,Medium,Single,Postgraduate,No formal education,Business,Manager,Biotech,B.Sc,0.7000000000000001,High
Manish Gupta,39,88,43,61,Low,Married,Primary,Secondary,Unemployed,Unemployed,Civil,B.Sc,0.6000000000000001,Medium
Swati Rao,41,26,80,49,Low,Single,Postgraduate,Secondary,Manager,Engineer,ECE,BA,0.8,High
Aarav Kumar,42,34,51,50,High,Single,No formal education,Graduate,Unemployed,Teacher,Mechanical,BA,0.4,Low
Sakshi Das,87,82,70,100,High,Married,Postgraduate,Graduate,Laborer,Business,IT,B.Com,0.1,Low
Prisha Nair,87,72,41,94,Medium,Single,No formal education,Primary,Business,Farmer,IT,B.Com,0.2,Low
Myra Gupta,34,97,72,78,Medium,Married,Secondary,No formal education,Manager,Business,ECE,B.Tech,0.2,Low
Ananya Kumar,47,75,38,87,High,Single,Secondary,Graduate,Teacher,Clerk,CSE,B.Sc,0.25,Low
Ishaan Gupta,76,52,82,81,Medium,Married,Secondary,Primary,Teacher,Manager,Civil,B.Tech,0.2,Low
Anika Mehta,51,38,32,67,Medium,Single,Secondary,Graduate,Laborer,Laborer,CSE,MBA,0.35,Low
Vikas Kumar,57,65,85,100,Medium,Single,Graduate,No formal education,Business,Business,ECE,B.Com,0.2,Low
Suresh Agarwal,84,41,21,42,Low,Married,No formal education,No formal education,Business,Clerk,CSE,BA,0.8,High
Aadhya Menon,71,62,98,88,Medium,Married,Secondary,Secondary,Farmer,Unemployed,Civil,BA,0.2,Low
